"REF_DATE","GEO","DGUID","Main industry based on the North American Industry Classification System (NAICS)","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Estevan, Saskatchewan","2021S0504750","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725176","124.3.1","870","","","","0"
"2023","Estevan, Saskatchewan","2021S0504750","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725176","124.3.1","880","","","","0"
"2017","Estevan, Saskatchewan","2021S0504750","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725182","124.4.1","440","","","","0"
"2018","Estevan, Saskatchewan","2021S0504750","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725182","124.4.1","420","","","","0"
"2019","Estevan, Saskatchewan","2021S0504750","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725182","124.4.1","400","","","","0"
"2020","Estevan, Saskatchewan","2021S0504750","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725182","124.4.1","380","","","","0"
"2021","Estevan, Saskatchewan","2021S0504750","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725182","124.4.1","380","","","","0"
"2022","Estevan, Saskatchewan","2021S0504750","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725182","124.4.1","380","","","","0"
"2023","Estevan, Saskatchewan","2021S0504750","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725182","124.4.1","380","","","","0"
"2017","Estevan, Saskatchewan","2021S0504750","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725188","124.5.1","700","","","","0"
"2018","Estevan, Saskatchewan","2021S0504750","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725188","124.5.1","710","","","","0"
"2019","Estevan, Saskatchewan","2021S0504750","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725188","124.5.1","640","","","","0"
"2020","Estevan, Saskatchewan","2021S0504750","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725188","124.5.1","570","","","","0"
"2021","Estevan, Saskatchewan","2021S0504750","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725188","124.5.1","590","","","","0"
"2022","Estevan, Saskatchewan","2021S0504750","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725188","124.5.1","650","","","","0"
"2023","Estevan, Saskatchewan","2021S0504750","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725188","124.5.1","700","","","","0"
"2017","Estevan, Saskatchewan","2021S0504750","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725194","124.6.1","270","","","","0"
"2018","Estevan, Saskatchewan","2021S0504750","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725194","124.6.1","290","","","","0"
"2019","Estevan, Saskatchewan","2021S0504750","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725194","124.6.1","280","","","","0"
"2020","Estevan, Saskatchewan","2021S0504750","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725194","124.6.1","270","","","","0"
"2021","Estevan, Saskatchewan","2021S0504750","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725194","124.6.1","260","","","","0"
"2022","Estevan, Saskatchewan","2021S0504750","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725194","124.6.1","270","","","","0"
"2023","Estevan, Saskatchewan","2021S0504750","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725194","124.6.1","240","","","","0"
"2017","Weyburn, Saskatchewan","2021S0504755","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725302","125.2.1","160","","","","0"
"2018","Weyburn, Saskatchewan","2021S0504755","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725302","125.2.1","90","","","","0"
"2019","Weyburn, Saskatchewan","2021S0504755","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725302","125.2.1","90","","","","0"
"2020","Weyburn, Saskatchewan","2021S0504755","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725302","125.2.1","110","","","","0"
"2021","Weyburn, Saskatchewan","2021S0504755","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725302","125.2.1","170","","","","0"
"2022","Weyburn, Saskatchewan","2021S0504755","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725302","125.2.1","200","","","","0"
"2023","Weyburn, Saskatchewan","2021S0504755","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725302","125.2.1","200","","","","0"
"2017","Weyburn, Saskatchewan","2021S0504755","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725308","125.3.1","650","","","","0"
"2018","Weyburn, Saskatchewan","2021S0504755","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725308","125.3.1","540","","","","0"
"2019","Weyburn, Saskatchewan","2021S0504755","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725308","125.3.1","520","","","","0"
"2020","Weyburn, Saskatchewan","2021S0504755","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725308","125.3.1","460","","","","0"
"2021","Weyburn, Saskatchewan","2021S0504755","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725308","125.3.1","570","","","","0"
"2022","Weyburn, Saskatchewan","2021S0504755","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725308","125.3.1","620","","","","0"
"2023","Weyburn, Saskatchewan","2021S0504755","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725308","125.3.1","530","","","","0"
"2017","Weyburn, Saskatchewan","2021S0504755","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725314","125.4.1","90","","","","0"
"2018","Weyburn, Saskatchewan","2021S0504755","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725314","125.4.1","80","","","","0"
"2019","Weyburn, Saskatchewan","2021S0504755","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725314","125.4.1","80","","","","0"
"2020","Weyburn, Saskatchewan","2021S0504755","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725314","125.4.1","70","","","","0"
"2021","Weyburn, Saskatchewan","2021S0504755","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725314","125.4.1","100","","","","0"
"2022","Weyburn, Saskatchewan","2021S0504755","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725314","125.4.1","100","","","","0"
"2023","Weyburn, Saskatchewan","2021S0504755","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725314","125.4.1","100","","","","0"
"2017","Weyburn, Saskatchewan","2021S0504755","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725320","125.5.1","370","","","","0"
"2018","Weyburn, Saskatchewan","2021S0504755","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725320","125.5.1","320","","","","0"
"2019","Weyburn, Saskatchewan","2021S0504755","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725320","125.5.1","290","","","","0"
"2020","Weyburn, Saskatchewan","2021S0504755","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725320","125.5.1","250","","","","0"
"2021","Weyburn, Saskatchewan","2021S0504755","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725320","125.5.1","320","","","","0"
"2022","Weyburn, Saskatchewan","2021S0504755","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725320","125.5.1","320","","","","0"
"2023","Weyburn, Saskatchewan","2021S0504755","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725320","125.5.1","330","","","","0"
"2017","Weyburn, Saskatchewan","2021S0504755","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725326","125.6.1","250","","","","0"
"2018","Weyburn, Saskatchewan","2021S0504755","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725326","125.6.1","250","","","","0"
"2019","Weyburn, Saskatchewan","2021S0504755","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725326","125.6.1","240","","","","0"
"2020","Weyburn, Saskatchewan","2021S0504755","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725326","125.6.1","250","","","","0"
"2021","Weyburn, Saskatchewan","2021S0504755","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725326","125.6.1","290","","","","0"
"2022","Weyburn, Saskatchewan","2021S0504755","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725326","125.6.1","290","","","","0"
"2023","Weyburn, Saskatchewan","2021S0504755","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725326","125.6.1","310","","","","0"
"2017","Lloydminster, Saskatchewan part","2021S050647840","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725434","126.2.1","140","","","","0"
"2018","Lloydminster, Saskatchewan part","2021S050647840","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725434","126.2.1","130","","","","0"
"2019","Lloydminster, Saskatchewan part","2021S050647840","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725434","126.2.1","130","","","","0"
"2020","Lloydminster, Saskatchewan part","2021S050647840","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725434","126.2.1","130","","","","0"
"2021","Lloydminster, Saskatchewan part","2021S050647840","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725434","126.2.1","180","","","","0"
"2022","Lloydminster, Saskatchewan part","2021S050647840","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725434","126.2.1","160","","","","0"
"2023","Lloydminster, Saskatchewan part","2021S050647840","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725434","126.2.1","190","","","","0"
"2017","Lloydminster, Saskatchewan part","2021S050647840","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725440","126.3.1","870","","","","0"
"2018","Lloydminster, Saskatchewan part","2021S050647840","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725440","126.3.1","1100","","","","0"
"2019","Lloydminster, Saskatchewan part","2021S050647840","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725440","126.3.1","1040","","","","0"
"2020","Lloydminster, Saskatchewan part","2021S050647840","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725440","126.3.1","950","","","","0"
"2021","Lloydminster, Saskatchewan part","2021S050647840","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725440","126.3.1","990","","","","0"
"2022","Lloydminster, Saskatchewan part","2021S050647840","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725440","126.3.1","1030","","","","0"
"2023","Lloydminster, Saskatchewan part","2021S050647840","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725440","126.3.1","1060","","","","0"
"2017","Lloydminster, Saskatchewan part","2021S050647840","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725446","126.4.1","30","","","","0"
"2018","Lloydminster, Saskatchewan part","2021S050647840","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725446","126.4.1","20","","","","0"
"2019","Lloydminster, Saskatchewan part","2021S050647840","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725446","126.4.1","30","","","","0"
"2020","Lloydminster, Saskatchewan part","2021S050647840","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725446","126.4.1","20","","","","0"
"2021","Lloydminster, Saskatchewan part","2021S050647840","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725446","126.4.1","30","","","","0"
"2022","Lloydminster, Saskatchewan part","2021S050647840","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725446","126.4.1","20","","","","0"
"2023","Lloydminster, Saskatchewan part","2021S050647840","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725446","126.4.1","20","","","","0"
"2017","Lloydminster, Saskatchewan part","2021S050647840","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725452","126.5.1","650","","","","0"
"2018","Lloydminster, Saskatchewan part","2021S050647840","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725452","126.5.1","660","","","","0"
"2019","Lloydminster, Saskatchewan part","2021S050647840","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725452","126.5.1","630","","","","0"
"2020","Lloydminster, Saskatchewan part","2021S050647840","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725452","126.5.1","610","","","","0"
"2021","Lloydminster, Saskatchewan part","2021S050647840","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725452","126.5.1","700","","","","0"
"2022","Lloydminster, Saskatchewan part","2021S050647840","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725452","126.5.1","700","","","","0"
"2023","Lloydminster, Saskatchewan part","2021S050647840","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725452","126.5.1","680","","","","0"
"2017","Lloydminster, Saskatchewan part","2021S050647840","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725458","126.6.1","270","","","","0"
"2018","Lloydminster, Saskatchewan part","2021S050647840","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725458","126.6.1","270","","","","0"
"2019","Lloydminster, Saskatchewan part","2021S050647840","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725458","126.6.1","280","","","","0"
"2020","Lloydminster, Saskatchewan part","2021S050647840","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725458","126.6.1","280","","","","0"
"2021","Lloydminster, Saskatchewan part","2021S050647840","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725458","126.6.1","280","","","","0"
"2022","Lloydminster, Saskatchewan part","2021S050647840","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725458","126.6.1","300","","","","0"
"2023","Lloydminster, Saskatchewan part","2021S050647840","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725458","126.6.1","340","","","","0"
"2017","Non CMA-CA, Saskatchewan","47700","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725566","127.2.1","13940","","","","0"
"2018","Non CMA-CA, Saskatchewan","47700","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725566","127.2.1","14550","","","","0"
"2019","Non CMA-CA, Saskatchewan","47700","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725566","127.2.1","14890","","","","0"
"2020","Non CMA-CA, Saskatchewan","47700","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725566","127.2.1","15400","","","","0"
"2021","Non CMA-CA, Saskatchewan","47700","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725566","127.2.1","14920","","","","0"
"2022","Non CMA-CA, Saskatchewan","47700","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725566","127.2.1","15360","","","","0"
"2023","Non CMA-CA, Saskatchewan","47700","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725566","127.2.1","16090","","","","0"
"2017","Non CMA-CA, Saskatchewan","47700","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725572","127.3.1","9200","","","","0"
"2018","Non CMA-CA, Saskatchewan","47700","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725572","127.3.1","9560","","","","0"
"2019","Non CMA-CA, Saskatchewan","47700","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725572","127.3.1","8820","","","","0"
"2020","Non CMA-CA, Saskatchewan","47700","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725572","127.3.1","8510","","","","0"
"2021","Non CMA-CA, Saskatchewan","47700","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725572","127.3.1","7930","","","","0"
"2022","Non CMA-CA, Saskatchewan","47700","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725572","127.3.1","8290","","","","0"
"2023","Non CMA-CA, Saskatchewan","47700","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725572","127.3.1","8220","","","","0"
"2017","Non CMA-CA, Saskatchewan","47700","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725578","127.4.1","990","","","","0"
"2018","Non CMA-CA, Saskatchewan","47700","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725578","127.4.1","1050","","","","0"
"2019","Non CMA-CA, Saskatchewan","47700","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725578","127.4.1","990","","","","0"
"2020","Non CMA-CA, Saskatchewan","47700","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725578","127.4.1","820","","","","0"
"2021","Non CMA-CA, Saskatchewan","47700","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725578","127.4.1","970","","","","0"
"2022","Non CMA-CA, Saskatchewan","47700","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725578","127.4.1","1000","","","","0"
"2023","Non CMA-CA, Saskatchewan","47700","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725578","127.4.1","1000","","","","0"
"2017","Non CMA-CA, Saskatchewan","47700","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725584","127.5.1","12400","","","","0"
"2018","Non CMA-CA, Saskatchewan","47700","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725584","127.5.1","12030","","","","0"
"2019","Non CMA-CA, Saskatchewan","47700","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725584","127.5.1","11330","","","","0"
"2020","Non CMA-CA, Saskatchewan","47700","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725584","127.5.1","10390","","","","0"
"2021","Non CMA-CA, Saskatchewan","47700","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725584","127.5.1","10640","","","","0"
"2022","Non CMA-CA, Saskatchewan","47700","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725584","127.5.1","11130","","","","0"
"2023","Non CMA-CA, Saskatchewan","47700","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725584","127.5.1","11200","","","","0"
"2017","Non CMA-CA, Saskatchewan","47700","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725590","127.6.1","7710","","","","0"
"2018","Non CMA-CA, Saskatchewan","47700","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725590","127.6.1","8070","","","","0"
"2019","Non CMA-CA, Saskatchewan","47700","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725590","127.6.1","7790","","","","0"
"2020","Non CMA-CA, Saskatchewan","47700","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725590","127.6.1","7140","","","","0"
"2021","Non CMA-CA, Saskatchewan","47700","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725590","127.6.1","7110","","","","0"
"2022","Non CMA-CA, Saskatchewan","47700","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725590","127.6.1","7350","","","","0"
"2023","Non CMA-CA, Saskatchewan","47700","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725590","127.6.1","7660","","","","0"
"2017","Medicine Hat, Alberta","2021S0504805","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725830","129.2.1","1170","","","","0"
"2018","Medicine Hat, Alberta","2021S0504805","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725830","129.2.1","1230","","","","0"
"2019","Medicine Hat, Alberta","2021S0504805","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725830","129.2.1","1320","","","","0"
"2020","Medicine Hat, Alberta","2021S0504805","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725830","129.2.1","1520","","","","0"
"2021","Medicine Hat, Alberta","2021S0504805","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725830","129.2.1","1490","","","","0"
"2022","Medicine Hat, Alberta","2021S0504805","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725830","129.2.1","1530","","","","0"
"2023","Medicine Hat, Alberta","2021S0504805","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725830","129.2.1","1530","","","","0"
"2017","Medicine Hat, Alberta","2021S0504805","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725836","129.3.1","2110","","","","0"
"2018","Medicine Hat, Alberta","2021S0504805","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725836","129.3.1","2280","","","","0"
"2019","Medicine Hat, Alberta","2021S0504805","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725836","129.3.1","1940","","","","0"
"2020","Medicine Hat, Alberta","2021S0504805","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725836","129.3.1","1770","","","","0"
"2021","Medicine Hat, Alberta","2021S0504805","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725836","129.3.1","1640","","","","0"
"2022","Medicine Hat, Alberta","2021S0504805","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725836","129.3.1","1780","","","","0"
"2023","Medicine Hat, Alberta","2021S0504805","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725836","129.3.1","1760","","","","0"
"2017","Medicine Hat, Alberta","2021S0504805","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725842","129.4.1","110","","","","0"
"2018","Medicine Hat, Alberta","2021S0504805","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725842","129.4.1","60","","","","0"
"2019","Medicine Hat, Alberta","2021S0504805","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725842","129.4.1","80","","","","0"
"2020","Medicine Hat, Alberta","2021S0504805","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725842","129.4.1","60","","","","0"
"2021","Medicine Hat, Alberta","2021S0504805","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725842","129.4.1","70","","","","0"
"2022","Medicine Hat, Alberta","2021S0504805","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725842","129.4.1","80","","","","0"
"2023","Medicine Hat, Alberta","2021S0504805","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725842","129.4.1","70","","","","0"
"2017","Medicine Hat, Alberta","2021S0504805","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725848","129.5.1","3150","","","","0"
"2018","Medicine Hat, Alberta","2021S0504805","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725848","129.5.1","3040","","","","0"
"2019","Medicine Hat, Alberta","2021S0504805","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725848","129.5.1","3020","","","","0"
"2020","Medicine Hat, Alberta","2021S0504805","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725848","129.5.1","2820","","","","0"
"2021","Medicine Hat, Alberta","2021S0504805","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725848","129.5.1","2960","","","","0"
"2022","Medicine Hat, Alberta","2021S0504805","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725848","129.5.1","3110","","","","0"
"2023","Medicine Hat, Alberta","2021S0504805","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725848","129.5.1","3200","","","","0"
"2017","Medicine Hat, Alberta","2021S0504805","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725854","129.6.1","1730","","","","0"
"2018","Medicine Hat, Alberta","2021S0504805","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725854","129.6.1","1790","","","","0"
"2019","Medicine Hat, Alberta","2021S0504805","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725854","129.6.1","1750","","","","0"
"2020","Medicine Hat, Alberta","2021S0504805","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130725854","129.6.1","1690","","","","0"
